"tmp_cat1","tmp_cat2","tmp_listingvalue","remove","data_product_code","data_part_name","data_product_name","data_pageUrl","data_category1","data_category2","data_description","data_features","data_additional_info","data_drawing1","data_drawing2","data_image1","data_image2","data_image3","data_image4","data_image5","data_imageUrl6","data_imageUrl7","data_supplier","data_scrape_date","data_imageUrl8","data_imageUrl9","data_imageUrl10","data_imageUrl11","data_part_number_note","data_compliance","data_video","data_imageUrl12","data_optionalGrateFinishes"
"Flashings","Pipe Flashings","1","1","ALNUSA60SG","60"" Marine Grade Linear Shower Drain with Standard Grate (Trench and Grate Only)","Marine Grade 316 Stainless Steel Linear Shower Drain (Trench and Grate Only)","https://thunderbirdproducts.com/collections/deck-drains/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only","Drains","Deck Drains","The Marine Grade Linear Shower Drain (Trench and Grate Only) comes in a variety of sizes from 24"" - 60"" in length. It has a drop-in, 316 Marine Grade stainless steel grate for easy cleaning and is great for showers, floor drains, & other drain assemblies. The Marine Grade Linear Shower Drain (Trench and Grate Only) is an ICC-ES Listed Product.","Designed for linear shower drains in bathroom or deck applications
Comes with Drain Trench, Grate, Filter Basket & Height Adjuster (Copper Drain Body Not Included)*
Available in 24"", 30"", 36"", 48"", & 60"" lengths
Made of 316 Marine Grade Stainless Steel
2"" Outlet in Center of Trench
ICC-ES Listed Product
100% Made in the USA","*This is the standalone Drain Trench and drop-in Grate with Filter Basket. THIS ITEM DOES NOT INCLUDE A COPPER DRAIN BODY. You will need to have a proper drain body in order to install this product with a waterproofing membrane.","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdlnus.pdf?v=1613774056","","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-278790.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-294980.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-605917.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-562745.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-429107.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-463341.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-942790.jpg?v=1614670931","thunderbird products","01/30/2023","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-330050.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-719186.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-948086.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-866062.jpg?v=1614670931","","","","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-146423.jpg?v=1614670931",""
"Flashings","Pipe Flashings","1","1","ALNUSA60TG","60"" Marine Grade Linear Shower Drain with Tile Insert Grate (Trench and Grate Only)","Marine Grade 316 Stainless Steel Linear Shower Drain (Trench and Grate Only)","https://thunderbirdproducts.com/collections/deck-drains/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only","Drains","Deck Drains","The Marine Grade Linear Shower Drain (Trench and Grate Only) comes in a variety of sizes from 24"" - 60"" in length. It has a drop-in, 316 Marine Grade stainless steel grate for easy cleaning and is great for showers, floor drains, & other drain assemblies. The Marine Grade Linear Shower Drain (Trench and Grate Only) is an ICC-ES Listed Product.","Designed for linear shower drains in bathroom or deck applications
Comes with Drain Trench, Grate, Filter Basket & Height Adjuster (Copper Drain Body Not Included)*
Available in 24"", 30"", 36"", 48"", & 60"" lengths
Made of 316 Marine Grade Stainless Steel
2"" Outlet in Center of Trench
ICC-ES Listed Product
100% Made in the USA","*This is the standalone Drain Trench and drop-in Grate with Filter Basket. THIS ITEM DOES NOT INCLUDE A COPPER DRAIN BODY. You will need to have a proper drain body in order to install this product with a waterproofing membrane.","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdlnus.pdf?v=1613774056","","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-278790.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-294980.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-605917.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-562745.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-429107.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-463341.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-942790.jpg?v=1614670931","thunderbird products","01/30/2023","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-330050.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-719186.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-948086.jpg?v=1614670931","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-866062.jpg?v=1614670931","","","","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/marine-grade-316-stainless-steel-linear-shower-drain-trench-and-grate-only-alnus-thunderbird-products-inc-30-standard-grate-146423.jpg?v=1614670931",""
"Flashings","Pipe Flashings","1","1","SDLN30SG","30"" Linear Shower Drain with Copper Drain Body with Standard Grate","Linear Shower Drain with Copper Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-copper-drain-body","Drains","Deck Drains","Linear Shower Drain with Copper Drain Body comes in a variety of sizes from 30"" - 60"" in length. Copper flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Copper Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Copper flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-391605.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-327051.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-447031.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-928186.jpg?v=1614670929","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","SDLN30TG","30"" Linear Shower Drain with Copper Drain Body with Tile Insert Grate","Linear Shower Drain with Copper Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-copper-drain-body","Drains","Deck Drains","Linear Shower Drain with Copper Drain Body comes in a variety of sizes from 30"" - 60"" in length. Copper flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Copper Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Copper flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-391605.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-327051.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-447031.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-928186.jpg?v=1614670929","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","SDLN36SG","36"" Linear Shower Drain with Copper Drain Body with Standard Grate","Linear Shower Drain with Copper Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-copper-drain-body","Drains","Deck Drains","Linear Shower Drain with Copper Drain Body comes in a variety of sizes from 30"" - 60"" in length. Copper flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Copper Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Copper flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-391605.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-327051.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-447031.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-928186.jpg?v=1614670929","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","SDLN36TG","36"" Linear Shower Drain with Copper Drain Body with Tile Insert Grate","Linear Shower Drain with Copper Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-copper-drain-body","Drains","Deck Drains","Linear Shower Drain with Copper Drain Body comes in a variety of sizes from 30"" - 60"" in length. Copper flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Copper Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Copper flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-391605.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-327051.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-447031.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-928186.jpg?v=1614670929","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","SDLN48SG","48"" Linear Shower Drain with Copper Drain Body with Standard Grate","Linear Shower Drain with Copper Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-copper-drain-body","Drains","Deck Drains","Linear Shower Drain with Copper Drain Body comes in a variety of sizes from 30"" - 60"" in length. Copper flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Copper Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Copper flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-391605.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-327051.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-447031.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-928186.jpg?v=1614670929","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","SDLN48TG","48"" Linear Shower Drain with Copper Drain Body with Tile Insert Grate","Linear Shower Drain with Copper Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-copper-drain-body","Drains","Deck Drains","Linear Shower Drain with Copper Drain Body comes in a variety of sizes from 30"" - 60"" in length. Copper flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Copper Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Copper flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-391605.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-327051.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-447031.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-928186.jpg?v=1614670929","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","SDLN60SG","60"" Linear Shower Drain with Copper Drain Body with Standard Grate","Linear Shower Drain with Copper Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-copper-drain-body","Drains","Deck Drains","Linear Shower Drain with Copper Drain Body comes in a variety of sizes from 30"" - 60"" in length. Copper flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Copper Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Copper flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-391605.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-327051.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-447031.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-928186.jpg?v=1614670929","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","SDLN60TG","60"" Linear Shower Drain with Copper Drain Body with Tile Insert Grate","Linear Shower Drain with Copper Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-copper-drain-body","Drains","Deck Drains","Linear Shower Drain with Copper Drain Body comes in a variety of sizes from 30"" - 60"" in length. Copper flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Copper Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Copper flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-391605.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-327051.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-447031.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-928186.jpg?v=1614670929","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","APASDLN","Copper Drain Body Plate Assembly Only for SDLN (Includes Clamping Ring and Height Adjuster)","Linear Shower Drain with Copper Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-copper-drain-body","Drains","Deck Drains","Linear Shower Drain with Copper Drain Body comes in a variety of sizes from 30"" - 60"" in length. Copper flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Copper Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Copper flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-391605.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-327051.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-447031.jpg?v=1614670929","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-copper-drain-body-sdln60-tg-928186.jpg?v=1614670929","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","SSDLN30SG","30"" Linear Shower Drain with Stainless Steel Drain Body with Standard Grate","Linear Shower Drain with Stainless Steel Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-stainless-steel-drain-body","Drains","Deck Drains","Linear Shower Drain with Stainless Steel Drain Body comes in a variety of sizes from 30"" - 60"" in length. Stainless steel flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Stainless Steel Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Stainless steel flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-stainless-steel-drain-body-s-sdln-30-standard-grate-937504.jpg?v=1614670937","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-stainless-steel-drain-body-s-sdln-30-standard-grate-707676.jpg?v=1614670937","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-stainless-steel-drain-body-s-sdln-30-standard-grate-966012.jpg?v=1614670937","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-stainless-steel-drain-body-s-sdln-30-standard-grate-768395.jpg?v=1614670937","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
"Flashings","Pipe Flashings","1","1","SSDLN30TG","30"" Linear Shower Drain with Stainless Steel Drain Body with Tile Insert Grate","Linear Shower Drain with Stainless Steel Drain Body","https://thunderbirdproducts.com/collections/deck-drains/products/linear-shower-drain-with-stainless-steel-drain-body","Drains","Deck Drains","Linear Shower Drain with Stainless Steel Drain Body comes in a variety of sizes from 30"" - 60"" in length. Stainless steel flashing with stainless steel clamp ring for easy installation. Drop-in stainless steel grate for easy cleaning. Adjustable height from 1.5"" - 2.25"". The Linear Shower Drain with Stainless Steel Drain Body is an ICC-ES Listed Product.","Linear Shower Floor Drain
Available in 30"", 36"", 48"", & 60"" lengths
Adjustable height from 1.5"" - 2.25""
Available with 2"" no hub fitting
Stainless steel flashing w/ stainless steel clamp ring
Drop-in 304 grade stainless steel grate
ICC-ES Listed Product
Manufactured in the USA by Thunderbird Products","","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.pdf?v=1613774056","https://cdn.shopify.com/s/files/1/0531/6149/2630/files/drain_sdln.dxf?v=1613774072","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-stainless-steel-drain-body-s-sdln-30-standard-grate-937504.jpg?v=1614670937","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-stainless-steel-drain-body-s-sdln-30-standard-grate-707676.jpg?v=1614670937","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-stainless-steel-drain-body-s-sdln-30-standard-grate-966012.jpg?v=1614670937","https://cdn.shopify.com/s/files/1/0531/6149/2630/products/linear-shower-drain-with-stainless-steel-drain-body-s-sdln-30-standard-grate-768395.jpg?v=1614670937","","","","thunderbird products","01/30/2023","","","","","","https://icc-es.org/wp-content/uploads/report-directory/PMG-1335.pdf","","",""
